step	time	T	T-cg	T-at	Ekin	res	angle_252_cross	angle_254_cross	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	angle_294	angle_295	angle_296	angle_297	angle_298	angle_299	angle_300	angle_301	angle_302	angle_303	angle_304	angle_305	angle_306	angle_307	angle_308	angle_309	angle_310	angle_311	angle_312	angle_313	angle_314	angle_315	angle_316_cross	angle_317_cross	angle_318_cross	angle_319_cross	angle_320_cross	angle_321_cross	angle_322_cross	angle_323_cross	angle_324_cross	angle_325_cross	angle_326_cross	bond_125_cross	bond_126_cross	bond_127_cross	bond_129	bond_130	bond_131	bond_132	bond_133	bond_134	bond_135	bond_136	bond_137	bond_138	bond_138_cross	bond_139	bond_140	bond_141	bond_142	bond_143	bond_144	bond_145	bond_146	bond_147	bond_148	bond_149_cross	bond_150_cross	bond_35	dihedral_0	dihedral_0_cross	dihedral_176	dihedral_190	dihedral_191	dihedral_30_cross	dihedral_51	dihedral_60	dihedral_61	dihedral_61_cross	dihedral_64_cross	tab-cg
27000	27	2.43293	2.47525	2.42801	24524	0.26999	1008.78	44.043	212.266	250.469	222.058	188.726	160.731	166.596	173.018	151.709	169.385	153.653	196.841	214.418	174.279	149.593	232.344	172.104	177.196	176.576	185.544	241.181	151.062	149.751	170.328	172.776	211.504	180.035	206.645	243.107	215.989	220.143	252.661	109.456	45.145	31.4999	17.7698	31.367	37.0105	20.96	218.805	18.2461	83.3219	92.1952	134.91	131.962	149.252	130.611	118.271	90.1217	112.271	118.119	96.9496	95.2382	84.0709	106.342	96.2861	102.533	122.146	97.9281	119.364	96.0159	116.481	209.264	107.085	175.662	125.626	178.54	108.55	1001.95	14.092	21.5353	8.93035	24.1255	774.997	605.119	71.8861	180.019	534.283	995.218	438.903	433.127	865.936	944.714	493.847	274.689	37.444	44.7938	20.7002	87.6707	36.5595	222.076	123.952	381.23	285.729	154.519	222.131	109.233	435.956	1518.17	491.215	0	0	-641.501	78.9075	658.105	284.313	4334.63	1349.93	747.952	8.07112	59.6364	-3737.68
27250	27.25	2.47854	2.47525	2.47892	24983.7	0.27249	1011.53	46.7088	218.289	226.174	197.35	182.229	137.116	175.387	162.857	155.144	162.782	170.585	199.564	203.649	157.104	164.078	173.566	195.447	161.442	161.504	210.339	233.684	165.537	149.996	154.045	184.378	175.198	195.856	222.639	253.497	238.763	220.069	233.906	67.9839	94.4005	39.3873	22.4904	29.0571	28.7564	24.1984	242.864	22.6233	85.6464	74.4256	100.949	114.862	169.309	123.739	71.132	98.7177	74.7057	133.182	119.778	90.2551	78.4252	116.711	100.426	149.071	135.966	69.5924	121.466	105.294	119.601	162.067	114.318	216.457	137.678	175.124	96.0332	977.947	15.2282	22.3816	23.9106	14.1977	761	635.822	72.327	240.278	581.118	941.79	406.585	425.082	830.934	975.626	427.184	265.921	52.0284	59.383	30.9008	85.3475	22.5902	243.29	159.904	338.075	231.671	101.562	237.965	106.917	473.322	1519.44	479.906	0	0	-644.76	77.1084	669.418	279.135	4322.47	1327.06	720.025	6.54318	62.0223	-3809.4
27500	27.5	2.46907	2.47525	2.46836	24888.3	0.27499	1026.65	47.8231	277.088	222.762	234.488	249.588	123.63	163.762	179.332	140.694	192.378	167.729	207.868	192.652	206.552	181.355	146.231	178.623	141.522	193.715	168.841	209.662	158.457	149.497	154.638	156.549	172.041	191.404	190.56	204.979	223.527	224.252	231.609	105.097	52.9878	26.3036	14.8289	28.6951	12.3735	33.022	224.413	25.5498	77.8952	95.793	127.178	105.104	87.7645	140.33	96.4457	113.788	91.7146	116.01	99.6474	139.159	117.962	102.56	90.4048	92.5531	156.858	82.6314	110.187	122.688	108.002	192.654	128.558	159.906	148.311	192.308	96.6157	1018.18	11.9484	14.9268	18.8984	32.2857	692.565	633.865	67.7912	230.912	556.016	991.125	396.084	485.394	830.686	838.686	437.798	322.687	42.098	61.6987	23.1939	62.6084	10.3859	257.497	126.7	429.606	270.282	104.179	254.683	103.354	453.437	1584.82	379.64	0	0	-622.53	82.3759	672.904	300.952	4330.54	1337.44	719.091	7.20237	61.343	-3787.76
27750	27.75	2.46527	2.47525	2.4641	24849.9	0.27749	1017.82	46.2193	288.517	269.449	216.588	241.502	166.681	201.255	206.651	185.535	136.095	159.63	206.02	187.692	201.895	172.387	195.468	185.522	144.488	209.162	174.479	193.579	155.332	157.954	149.633	172.008	180.449	139.579	171.177	206.331	183.975	248.376	232.599	77.1872	65.4281	33.0559	13.607	24.5805	19.3831	18.5822	266.74	34.4457	65.5557	74.338	110.582	149.706	119.275	137.229	96.3979	88.4435	118.376	115.789	130.663	93.6928	91.9175	117.761	82.7232	140.059	111.2	91.8336	120.754	110.148	92.5473	227.574	122.075	156.715	156.581	212.515	114.012	972.035	15.9352	17.3769	14.6977	20.3583	740.027	639.182	66.4879	249.848	451.106	850.725	486.316	392.451	850.958	941.823	421.703	305.617	37.963	33.3992	21.9817	74.7423	19.6388	230.091	92.4168	361.181	246.489	119.428	273.244	141.572	470.825	1515.03	439.511	0	0	-638.294	83.0181	661.243	293.156	4327.5	1338.06	706.295	7.83921	62.807	-3767.44
28000	28	2.50604	2.47525	2.50962	25260.9	0.27999	1011.32	48.3961	221.791	235.945	232.883	239.449	125.456	231.185	200.854	139.874	168.742	175.254	161.332	172.258	174.783	170.078	180.8	138.84	150.892	179.533	169.246	186.965	158.926	165.275	166.71	202.884	201.409	198.414	203.803	227.958	267.357	193.179	242.731	74.4072	79.0066	39.8126	35.978	28.5655	19.8822	26.9985	208.356	28.6381	91.0831	80.0099	87.4236	113.406	109.529	127.262	95.2979	98.533	77.5935	105.135	128.211	99.6362	94.6534	118.06	130.988	115.87	155.287	104.135	115.819	111.919	90.1643	178.046	117.04	147.779	142.508	180.748	109.253	983.913	21.7028	20.7963	18.2392	21.4605	725.865	643.861	64.9229	257.485	538.33	1001.51	456.354	414.464	907.171	965.496	473.309	287.587	48.2622	52.758	18.9364	72.3709	13.8466	256.898	117.203	410.221	262.828	145.785	264.63	99.1054	462.865	1524.77	414.304	0	0	-651.235	75.5812	668.003	291.486	4326.25	1339.85	702.867	7.69761	62.1245	-3805.96
28250	28.25	2.45508	2.47525	2.45273	24747.2	0.28249	994.991	48.7582	233.452	212.493	222.425	207.147	159.442	209.265	171.966	151.909	206.746	152.644	184.259	193.68	193.48	166.765	167.983	172.804	183.41	203.572	175.237	221.628	163.752	147.687	180.544	151.841	202.585	178.593	227.883	249.139	215.119	217.637	217.56	80.3489	87.6127	19.2441	20.2621	27.2583	20.867	28.4367	266.483	21.2122	64.1837	74.5099	100.212	139.158	118.64	155.161	104.91	97.7917	109.057	135.959	108.341	113.064	104.987	111.353	96.5038	140.139	123.151	82.7964	99.9812	91.1609	102.947	188.608	106.403	175.81	148.731	201.299	95.3443	940.89	10.26	45.0554	13.8296	17.422	800.171	629.38	58.615	233.984	494.006	1015.89	381.648	454.973	916.944	857.621	464.989	269.802	55.9013	47.3667	30.4301	60.7284	20.2108	272.291	118.765	354.258	247.072	115.92	219.106	113.696	450.163	1490.73	433.473	0	0	-660.203	81.7168	671.236	307.538	4326.2	1338.35	698.468	8.03245	64.5035	-3749.94
28500	28.5	2.45778	2.47525	2.45575	24774.4	0.28499	1011.27	47.3967	237.301	216.854	221.872	225.973	177.247	231.417	178.039	184.554	190.524	180.988	201.636	199.013	202.027	172.733	185.703	153.48	135.938	158.308	202.29	163.914	167.246	151.399	157.694	152.719	182.61	183.333	220.945	200.276	198.918	208.126	235.502	95.3825	55.9313	13.2014	35.3792	23.8175	18.2966	15.4319	216.173	31.1134	96.271	70.0507	120.594	154.904	150.983	129.747	98.5653	105.185	114.703	128.499	118.358	129.556	83.2963	120.584	117.066	136.945	132.121	111.531	102.546	85.8603	103.558	223.398	116.006	172.125	163.834	178.531	126.354	1035.17	16.742	19.1545	26.218	21.4373	728.131	618.411	64.4494	209.52	437.642	906.422	489.441	393.561	884.063	917.503	449.827	281.055	45.885	44.8017	15.3865	77.0231	35.4025	271.516	144.99	392.534	224.3	175.313	234.469	126.469	444.605	1533.56	471.129	0	0	-644.998	82.3923	670.287	316.747	4366.94	1364.56	715.383	7.38182	67.379	-3690.02
28750	28.75	2.43569	2.47525	2.4311	24551.8	0.28749	1021.71	42.5496	179.26	212.705	239.582	223.711	163.392	173.329	224.561	185.443	204.869	166.73	195.344	160.03	151.119	189.013	173.395	191.097	196.973	162.409	188.104	149.038	215.407	142.542	140.332	163.813	180.25	191.474	171.083	232.806	237.895	234.995	263.814	67.2379	70.2527	28.653	26.4804	24.0603	23.117	28.4109	241.141	30.0476	73.0216	96.5228	126.438	110.976	165.345	160.78	99.8592	78.4045	91.3437	76.4315	87.8617	119.566	98.8958	92.6413	93.186	143.439	115.448	76.8798	98.1371	123.402	122.132	193.619	126.927	154.062	152.526	218.109	110.541	986.699	15.8477	26.544	17.5482	17.2403	755.748	593.881	68.0628	231.005	444.627	1012.22	412.114	394.284	834.181	935.705	450.607	308.109	50.5318	47.9132	21.9356	71.5934	10.8048	253.586	112.995	464.885	271.784	92.4978	258.13	168.185	427.966	1500.41	466.011	0	0	-637.964	57.8479	667.919	332.536	4363.86	1369.34	749.371	6.66934	64.2473	-3680.45
29000	29	2.47581	2.47525	2.47588	24956.2	0.28999	989.362	44.7393	214.958	238.066	239.169	249.76	185.683	196.645	209.492	131.535	176.78	222.072	205.107	190.499	181.704	191.649	186.615	165.691	189.344	145.83	173.788	210.124	168.135	142.789	161.359	159.983	167.72	165.985	200.68	210.692	226.035	235.517	227.651	99.14	81.9818	18.7125	15.6332	25.759	19.6968	14.0268	208.789	25.4378	87.6053	94.8027	123.098	94.9597	118.392	164.321	87.9886	92.5756	103.605	135.325	101.385	103.451	92.1828	106.636	98.1757	158.072	127.835	128.047	104.521	95.1338	98.0878	186.49	121.767	147.939	160.656	184.59	105.341	952.731	17.2785	20.7809	18.0265	19.9875	742.705	639.463	67.3347	262.786	471.13	964.905	491.363	395.015	842.168	873.044	433.085	286.622	45.9186	57.3558	25.9046	70.3264	31.8875	215.413	117.822	383.737	284.788	114.832	276.433	115.149	464.015	1478.84	422.126	0	0	-635.299	58.3532	670.502	341.053	4320.46	1339.05	734.604	7.42682	65.3281	-3699.13
29250	29.25	2.4838	2.47525	2.48479	25036.7	0.29249	1012.02	56.8727	211.814	225.533	220.334	210.979	173.37	181.215	181.853	146.233	188.335	163.582	190.093	158.422	158.746	179.772	181.17	175.035	164.073	173.633	166.548	184.005	142.407	174.409	190.901	185.954	204.049	189.702	228.365	217.715	225.75	249.752	226.907	90.2666	91.1102	27.6539	25.7053	27.9353	16.8701	27.2717	186.153	14.3115	92.0219	136.597	136.57	100.305	147.376	140.421	91.7273	92.9869	86.0939	132.651	91.8262	98.4006	77.3531	103.55	93.1374	142.852	142.012	101.213	83.5342	107.514	130.132	205.335	115.389	194.675	174.805	206.64	121.22	1019.37	16.2207	30.1421	11.6594	13.8984	840.545	596.451	69.581	218.31	499.9	903.307	395.163	427.505	827.81	957.599	416.214	236.503	35.6793	48.8265	17.3038	99.3863	32.1389	255.995	139.362	348.593	269.296	167.813	258.189	163.616	485.024	1483.44	445.611	0	0	-643.101	85.2619	677.915	348.986	4327.36	1363.79	718.165	8.0707	68.5957	-3732.14
29500	29.5	2.46267	2.47525	2.46121	24823.7	0.29499	1038.32	58.4572	207.595	217.005	230.226	250.156	156.917	219.935	186.551	156.723	165.781	183.084	186.7	179.069	157.9	179.982	153.698	158.467	177.362	186.423	183.807	171.818	133.664	151.393	172.692	178.495	206.009	159.488	245.318	275.362	283.193	222.466	201.376	123.342	77.0626	20.2403	39.8514	19.0517	28.2524	35.0768	229.774	23.6306	68.1609	119.455	124.888	127.244	124.587	145.545	91.776	73.0838	127.647	93.9916	108.604	114.045	140.233	93.7811	111.36	115.807	147.58	107.341	109.334	107.937	94.5156	190.31	116.273	150.111	206.066	150.85	120.475	946.992	14.1392	14.9424	19.4369	37.5654	779.886	605.498	79.8408	224.671	484.374	976.696	478.654	464.959	848.852	887.145	442.981	268.155	55.9945	61.5603	46.6638	77.692	31.4467	286.821	118.543	380.35	274.729	140.951	264.228	118.893	476.93	1425	502.746	0	0	-633.912	64.2102	670.132	339.103	4344.07	1357.86	745.041	7.87226	70.2749	-3653.08
29750	29.75	2.47175	2.47525	2.47135	24915.3	0.29749	1019.5	56.6332	195.245	206.919	223.773	254.965	156.626	183.462	170.521	145.874	165.317	170.735	176.224	173.144	192.956	190.521	179.634	186.298	170.209	163.929	197.001	168.262	144.152	142.992	153.273	147.793	199.145	196.306	225.833	186.468	231.547	225.832	229.309	83.8445	68.9024	18.5626	23.0421	12.7103	20.3472	24.6893	244.627	18.2187	86.8952	62.3476	90.5911	119.184	151.027	177.12	98.7276	144.078	99.2832	139.695	94.168	97.2392	108.829	128.259	120.795	141.302	117.065	107.479	116.76	108.282	128.589	240.522	106.524	158.587	195.413	202.337	129.906	980.073	13.9964	13.2704	17.0742	23.8742	775.244	600.999	64.4386	241.249	428.92	869.813	426.67	435.666	884.081	1005.94	448.818	282.044	57.6809	52.6588	22.3871	84.9574	31.0349	243.497	171.302	439.813	271.267	112.733	330.242	117.582	442.773	1445.6	489.036	0	0	-625.312	86.4168	657.92	358.502	4340.66	1308.83	778.021	8.56907	67.0353	-3658.08
30000	30	2.47837	2.47525	2.47874	24982	0.29999	1022.13	56.7305	226.177	233.914	246.399	212.368	151.746	171.258	179.85	176.405	164.243	159.593	181.789	209.404	210.906	154.874	193.025	180.917	162.939	209.677	218.222	177.061	171.634	139.873	149.931	182.471	242.843	203.395	249.959	246.333	220.567	247.005	184.271	103.073	127.404	15.8728	25.8223	19.2637	36.7219	19.7787	204.61	33.3133	101.372	116.579	86.5493	120.276	101.145	140.121	98.8544	139.197	108.867	135.865	99.9299	80.4534	92.949	73.2497	87.0316	117.702	128.446	111.946	112.997	98.2537	94.9767	186.936	82.5823	128.305	181.75	246.882	126.759	856.136	18.2632	24.518	15.9677	18.8979	787.084	586.856	71.363	215.263	485.81	925.656	442.502	480.437	841.092	965.628	378.534	247.11	50.8995	47.8411	37.6482	57.6544	21.8647	255.053	140.285	367.352	210.212	134.357	249.164	160.909	474.701	1451.89	421.711	0	0	-629.97	66.2295	674.486	347.093	4310.5	1358.23	742.72	7.8817	65.6482	-3695.08
30250	30.25	2.4832	2.47525	2.48413	25030.7	0.30249	1025.18	53.8576	245.52	246.608	266.934	231.776	149.559	217.165	170.652	147.509	174.748	148.193	201.991	174.179	193.529	136.69	167.315	197.094	173.391	220.961	175.577	195.752	145.748	115.334	147.554	173.484	188.331	181.131	201.088	225.639	229.797	196.952	229.537	111.14	65.4846	25.2628	29.6742	21.6536	20.6755	17.9931	239.199	24.1791	80.6495	91.6946	103.761	112.292	133.349	162.956	77.4714	88.0573	96.7284	79.592	105.591	93.9699	89.01	99.41	77.3982	118.021	147.713	110.059	81.327	92.5231	116.367	182.833	104.96	199.224	188.619	211.371	121.269	1009.12	19.2985	22.3835	22.3572	24.4661	817.397	585.648	85.281	218.785	494.244	978.266	441.274	414.578	858.094	935.873	427.601	264.505	47.3463	48.6586	24.6348	86.183	19.2522	243.658	135.7	380.274	260.955	121.511	270.204	120.463	438.509	1495.44	410.437	0	0	-628.555	57.4913	670.692	367.952	4317.99	1342.02	725.646	8.0575	73.4425	-3731.55
30500	30.5	2.44624	2.47525	2.44287	24658.1	0.30499	1017.62	53.5505	197.308	289.432	216.772	232.759	160.088	169.771	180.661	152.086	167.104	177.973	174.548	185.919	156.509	212.045	158.161	171.797	176.35	203.464	195.103	193.856	174.101	166.833	172.827	171.208	205.706	210.089	223.411	234.604	233.995	228.593	242.036	71.6679	81.0838	17.1247	27.8266	15.6748	34.3559	26.6993	218.014	13.9803	120.267	78.5782	114.639	114.614	125.167	136.178	91.9603	75.5291	119.293	116.361	101.738	92.4242	110.112	109.167	108.1	101.687	127.042	91.9842	117.418	99.7706	130.038	249.12	114.395	179.93	164.5	186.976	113.345	1039.45	22.0903	21.4836	22.3238	19.3814	812.201	556.769	76.0142	248.957	472.217	931.409	387.443	421.062	887.009	955.149	432.68	257.482	48.3777	44.2956	29.0372	78.6301	26.9031	257.736	115.375	413.876	261.375	126.517	253.844	153.867	500.453	1486.37	429.673	0	0	-630.367	84.6445	663.319	356.664	4355	1332.36	699.513	9.61431	75.5387	-3787.95
30750	30.75	2.50103	2.47525	2.50403	25210.4	0.30749	1022.22	51.4932	208.655	218.694	211.304	233.796	155.655	220.276	167.568	137.169	185.252	139.151	179.28	209.726	156.178	169.915	155.614	156.182	182.814	189.575	157.885	152.698	162.504	175.172	162.006	167.309	216.183	181.286	204.566	206.622	249.097	223.185	241.919	78.4513	67.3349	44.1658	32.0695	19.6604	32.4069	16.6941	248.598	32.5617	64.9231	128.457	111.269	123.459	112.475	135.062	89.0781	87.9306	105.719	114.728	97.7019	99.2387	98.3438	107.932	97.9783	128.275	116.022	96.2535	82.761	77.7431	101.898	211.924	128.804	154.874	180.263	185.656	124.876	1096.18	22.4964	22.7897	29.452	20.0007	775.076	616.477	81.3052	219.454	462.985	989.03	462.031	411.398	950.64	901.03	444.043	242.47	44.7115	37.7549	17.1237	85.0887	21.5724	271.702	143.248	371.691	278.969	142.148	277.187	131.625	447.038	1481.07	461.955	0	0	-631.071	65.7449	659.404	360.68	4334.18	1333.67	724.737	10.6128	72.2979	-3711.74
31000	31	2.49542	2.47525	2.49777	25153.9	0.30999	1032.18	50.8873	214.019	247.067	192.203	180.547	156.71	188.889	181.976	162.845	217.894	187.827	194.622	179.419	191.148	193.831	169.841	173.923	202.723	153.594	178.423	152.222	158.057	150.927	127.646	161.591	187.056	152.32	210.812	193.758	257.22	219.716	238.729	70.8473	103.198	23.7881	18.1028	52.6212	23.0932	14.6118	244.343	12.5363	91.5586	87.5551	108.618	109.392	123.405	116.809	80.0664	97.0973	93.5206	125.641	85.7422	106.537	82.8531	89.4045	97.9006	134.625	160.043	129.948	114.903	103.838	112.869	203.862	143.609	182.655	173.472	176.606	136.004	1005.78	19.8896	20.0894	19.159	27.0377	768.575	613.544	68.7591	246.975	463.446	898.183	428.122	429.667	966.717	999.304	438.832	328.54	59.3116	78.4663	25.8437	44.0267	21.1657	246.685	148.213	341.672	222.233	121.879	225.042	129.764	472.288	1429.82	456.835	0	0	-623.414	55.1865	676.789	385.046	4325.28	1355.3	744.204	9.48063	77.7943	-3716.28
31250	31.25	2.53474	2.47525	2.54166	25550.2	0.31249	1045.11	53.6309	234.141	257.602	214.052	224.306	154.983	203.472	189.454	154.558	160.694	163.987	161.33	219.599	193.366	164.457	177.777	191.372	200.26	198.516	179.59	210.895	203.9	189.968	179.012	199.191	166.86	163.022	229.457	230.704	252.026	261.613	246.768	71.6089	70.5091	18.0062	35.3261	28.7473	15.2395	11.9345	210.079	22.2475	114.279	72.8873	127.164	81.5308	102.855	114.749	98.3296	97.9507	136.738	143.352	104.413	115.531	94.7597	97.5976	93.757	120.018	158.794	107.299	110.124	125.719	85.9427	199.386	142.604	161.537	164.119	218.229	114.5	1007.55	20.7106	28.7503	21.4687	15.6237	810.327	601.944	69.7429	233.27	543.154	951.593	463.908	465.54	879.239	947.484	429.059	259.621	63.9643	44.0893	16.5315	72.6577	14.269	272.166	134.947	385.461	243.72	136.172	248.278	111.595	423.94	1419.39	447.207	0	0	-618.872	82.657	653.519	365.676	4333	1381.78	788.256	12.054	78.7658	-3772.96
31500	31.5	2.49713	2.47525	2.49967	25171	0.31499	1029.35	52.6014	216.073	213.853	210.56	240.08	158.541	210.118	165.041	190.582	174.868	161.318	194.957	189.673	192.635	216.649	205.24	174.359	161.287	198.683	176.934	214.021	182.779	154.051	187.601	178.561	222.307	164.205	223.372	221.741	194.984	260.274	282.5	76.2563	52.4601	13.0909	23.9592	17.3411	17.8601	38.6897	225.759	37.2371	89.3916	84.7423	94.9739	134.339	136.237	130.878	92.2152	101.265	110.026	148.262	97.2856	109.555	113.271	94.8474	106.324	129.201	141.493	87.7957	76.0909	109.306	82.9863	204.593	142.841	163.958	151.908	208.9	120.014	980.236	15.9699	24.8838	8.53918	15.3775	815.942	589.987	70.9535	213.6	469.026	980.491	502.322	447.613	875.269	972.257	450.918	280.517	45.564	50.976	19.629	60.869	27.4822	198.425	126.9	371.389	257.691	117.399	252.301	149.656	468.187	1310.55	424.137	0	0	-620.827	92.5196	657.661	362.293	4322.85	1361.6	779.836	12.0143	79.177	-3750.36
31750	31.75	2.48896	2.47525	2.49055	25088.7	0.31749	1027.18	47.3322	234.042	211.648	228.419	233.987	138.626	184.22	204.431	160.362	141.227	190.038	199.013	186.113	192.751	187.728	190.572	148.469	186.917	177.769	153.536	213.664	140.37	196.532	169.422	166.277	227.95	164.613	269.866	251.523	229.084	234.163	239.029	61.5021	88.8702	37.6507	17.1866	9.12736	34.9259	14.3947	234.415	19.2536	56.1614	105.867	127.17	112.403	125.61	162.578	107.588	113.824	107.325	109.161	110.901	104.13	73.7256	86.7715	111.184	106.249	138.962	113.999	88.5015	102.212	100.583	228.864	109.017	149.682	174.728	231.416	106.125	882.599	21.1337	31.9151	12.2257	32.4424	800.65	591.391	76.4002	226.666	514.805	864.295	463.947	487.499	873.933	820.473	478.212	269.869	45.8623	45.2385	10.3157	78.9665	51.0018	285.345	157.677	416.976	243.398	130.197	280.203	135.96	419.814	1373.51	492.117	0	0	-610.66	82.094	672.649	364.667	4316.89	1365.11	779.145	9.98263	79.8314	-3679.08
32000	32	2.5021	2.47525	2.50522	25221.2	0.31999	1049.02	49.0505	236.447	210.998	247.917	193.064	151.9	194.643	173.526	166.277	179.588	157.071	129.503	218.436	170.383	193.655	183.025	168.569	138.644	177.817	192.964	215.746	187.642	198.53	157.564	205.023	201.812	173.131	238.32	275.827	210.682	232.18	252.918	59.9503	68.198	28.0778	37.9399	33.6924	30.9279	33.5564	206.416	19.0135	83.963	102.511	141.037	91.2673	121.758	140.492	90.4252	95.8115	89.2528	129.785	118.909	83.6776	97.5832	97.2734	98.0075	147.027	130.669	121.23	111.341	88.5048	110.515	200.535	109.172	160.422	151.519	189.091	88.8765	958.691	18.7512	16.7631	12.3858	15.5526	814.654	595.629	68.7175	205.671	512.796	937.06	421.416	366.77	860.225	890.719	408.609	231.981	55.8448	48.2746	30.9759	72.0539	13.5453	255.279	111.958	343.675	271.693	147.594	258.221	112.605	526.208	1383.28	442.881	0	0	-624.316	91.6254	668.679	405.703	4320.93	1354.7	741.25	11.1005	82.4152	-3671.76
32250	32.25	2.50661	2.47525	2.51026	25266.7	0.32249	1043.62	45.7526	247.276	233.764	212.525	236.814	130.553	188.422	178.914	164.028	138.744	194.979	202.839	182.277	166.739	164.408	177.332	180.334	170.775	244.951	205.625	193.894	185.829	179.016	157.406	176.698	197.256	151.428	211.858	223.326	195.711	226.379	249.891	65.3542	97.4022	17.196	24.4033	36.6257	24.0459	38.8485	248.361	26.0224	98.3161	54.2955	100.084	86.9203	109.556	111.643	85.7144	108.266	113.095	115.658	117.542	83.0439	126.058	111.331	87.9474	122.456	111.03	108.417	100.788	132.003	104.166	184.63	122.539	120.05	171.474	188.384	122.073	896.466	14.1466	15.1562	13.6893	18.844	775.992	580.96	72.7316	210.053	541.831	925.429	426.467	452.183	895.286	914.434	438.644	260.28	77.5804	68.5166	22.151	77.407	27.2303	268.689	112.154	358.846	268.143	116.953	234.432	104.669	423.426	1385.74	447.601	0	0	-617.992	55.1382	671.016	413.663	4331.72	1359.8	738.46	11.0012	82.1446	-3686.13
32500	32.5	2.49881	2.47525	2.50155	25188	0.32499	1029.21	47.593	266.424	193.111	185.314	244.868	122.685	175.398	165.509	180.524	161.443	188.915	189.684	191.65	199.22	179.357	191.664	145.957	186.911	191.706	152.866	188.494	156.869	161.431	162.344	172.656	199.461	140.647	196.404	234.496	224.368	208.207	279.397	77.6988	60.2267	39.2933	35.7894	19.7844	21.76	39.1543	222.681	43.196	101.263	97.5883	103.689	118.505	129.681	134.072	110.565	86.3176	111.193	102.687	126.511	105.861	101.613	134.611	100.775	114.297	117.479	126.822	102.522	102.743	145.105	211.274	98.8731	151.02	158.323	216.31	123.945	1035.98	25.9349	28.2847	19.6722	23.3098	789.895	588.364	69.9169	232.284	530.341	816.21	418.45	510.02	845.983	907.262	491.658	322.077	51.8969	44.5466	11.8949	63.4048	18.3603	251.697	160.104	345.872	213.936	107.295	232.373	122.597	441.245	1304.17	481.107	0	0	-610.058	57.8321	663.369	403.542	4334.89	1379.48	747.821	10.2128	86.9185	-3713.71
32750	32.75	2.48703	2.47525	2.4884	25069.2	0.32749	1019.15	41.8867	239.129	198.038	208.739	216.291	165.112	224.049	207.363	146.086	197.293	168.413	192.471	179.534	148.017	205.116	228.066	177.387	165.645	198.007	217.794	199.801	160.732	159.848	170.135	162.108	204.609	188.662	240.071	226.014	231.31	274.359	195.033	90.9311	100.184	23.3975	31.3338	29.0436	29.5961	24.0002	234.212	29.3948	55.4927	109.932	98.7772	107.588	108.753	171.699	115.186	87.7023	94.5333	130.116	109.073	80.0622	91.0723	101.955	108.492	116.147	128.286	96.8184	106.162	103.281	84.7817	169.052	113.348	154.265	135.704	183.1	109.233	947.095	13.0669	26.3628	17.2499	26.9629	809.265	573.53	55.8863	245.855	482.665	917.615	431.407	454.054	900.734	884.523	472.349	236.4	55.1888	45.0183	17.1965	87.2341	34.7129	279.336	125.07	365.541	284.68	152.229	240.052	156.693	423.682	1412.23	448.516	0	0	-620.254	111.632	658.706	391.399	4313.53	1362.88	726.608	12.0903	85.549	-3724.77
